path,ext,bytes,sha1_12,group,role,destination,status,first_headings
docs/experiment_reports/assets/spacenet7_band_image_transfer_2026-06-22/aoi_mean_metrics.csv,.csv,6841,8bce029aae7f,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/spacenet7_band_image_transfer_2026-06-22/representative_transition.jpg,.jpg,458212,adb472b3ce8f,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/oscd_chongqing_trainfit_map.png,.png,4047624,2dabad30dffb,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/oscd_seed_stability.png,.png,40220,1f96e25a613e,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/oscd_trainfit_ap.png,.png,73303,f98cbb79b86a,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/oscd_trainfit_ap_deltas.png,.png,56353,27f419e131f4,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/xbd_best_variant_ap_deltas.png,.png,57624,db9a24e5f95b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/xbd_guatemala-volcano_guatemala-volcano_00000000.png,.png,356184,d8ddb465c66a,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/xbd_hurricane-matthew_hurricane-matthew_00000000.png,.png,332568,b024cd41b17f,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/successive_transfer_2026-06-23/xbd_successive_transfer_ap.png,.png,72498,fdae0eaae7a4,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/analysis_summary.json,.json,10217,10fde6f2a326,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/boundary_sensitivity_ap_lift.png,.png,104063,85582cdf0321,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/event_ap_heatmap.png,.png,111429,59e888c08e7e,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/nuisance_stratification.csv,.csv,1944,a74db2b89764,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/nuisance_stratification.png,.png,173584,d861e09aa8f3,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/object_candidate_pairwise.csv,.csv,2418,9613a0796f3c,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/object_candidate_tradeoff.png,.png,343832,1ecabdb84abd,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/object_size_sensitivity.csv,.csv,3972,dd071e06c291,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/object_size_sensitivity.png,.png,386925,804a95088961,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/operational_budget_metrics.png,.png,333687,675bcadac770,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/paired_event_ap_deltas.png,.png,61540,b8b28ca134dd,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/registration_degradation.csv,.csv,5133,5931b8928cb1,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/registration_sensitivity.png,.png,126900,6cd8349c5c36,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/task_profile_ap_lift.png,.png,127225,28abf5bf9882,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/train_projector_rank_sensitivity.png,.png,128969,13cdfd74d09a,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/assets/xbd_s12_external_2026-06-22/train_task_confirmation.png,.png,121179,53246d4bbbfb,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/breizhcrops_rtw_natural_label_transfer_2026-06-21.md,.md,10556,42b9ca7ce622,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# BreizhCrops RTW Natural-Label Transfer Study / ## 1. Why This Experiment Was Run / ## 2. What The Snapshot Subspace Means / ## 3. RTW Construction / ## 4. Natural Data And Geographic Protocol / ## 5. Pairwise Tasks / ## 6. Killer Controls / ## 7. RTW Selection Protocol
docs/experiment_reports/claude_temporal/assets/temporal_outputs/_irrigation_run.txt,.txt,2626,a6a3d46c8487,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/attribution_test/metrics.json,.json,656,b47295239a3b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/bet1_e1_crux_sweep/metrics.json,.json,7930,cdb39f10d1da,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/bet1_e2_registration/metrics.json,.json,917,9366723bceb5,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/bet2_g1_trajectory/metrics.json,.json,22,096c612bb661,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hb1_trajectory/metrics.json,.json,2354,7efb4958d0ee,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hb1b_structure/metrics.json,.json,476,0beec6954398,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hb1b_verify/metrics.json,.json,592,9cde404f5a77,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hc_deep_subspace/metrics.json,.json,405,ce2daeed17aa,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hermiston_bitemporal/metrics.json,.json,1242,c271b2b39efb,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hermiston_orientation_validate/metrics.json,.json,768,c580455e6fd3,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hsi_hard_nuisance/metrics.json,.json,1723,a060e036f654,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/hsi_nuisance/metrics.json,.json,789,d0b9a73aa21b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/irrigation_sfa/metrics.json,.json,200,320b1c7becb3,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/kernel_ds_test/metrics.json,.json,329,83d6fee61c5d,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/material_subspace_cd/metrics.json,.json,670,325559c06003,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/orientation_factorization/metrics.json,.json,724,2fa919daabfb,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/real_gate0/fig_real_gate0.png,.png,231240,77f21540cf6e,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/real_gate0/metrics.json,.json,826,091bf0c67974,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/real_irrigation/metrics.json,.json,8557,e6f94a36c812,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/real_recovery/fig_recovery.png,.png,384058,4659492dafa9,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/real_recovery/metrics.json,.json,1043,084984e0694f,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/small_sample_subspace_cd/metrics.json,.json,831,a3a34c951019,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_l0/metrics.json,.json,319,693d4d1f4ce9,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_longseries/metrics.json,.json,910,2efd3e6cc3fa,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_natural/metrics.json,.json,989,00a687ea0c01,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_phenology/metrics.json,.json,1557,6019fbdb9baa,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_s2_tenerife/metrics.json,.json,822,507e90c10c40,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/ssds_validate/metrics.json,.json,761,d34f8b5c59cd,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/t1_changetype/metrics.json,.json,231,ace67bf42bc9,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/assets/temporal_outputs/t2_rtw/metrics.json,.json,470,5ff135ff3c6b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,
docs/experiment_reports/claude_temporal/attribution_test_2026-06-21.md,.md,2361,144889b10bde,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# Band ATTRIBUTION (Codex Ch2) — the last stone: REDUNDANT/WORSE (2026-06-21) / ## Result (AP; random baseline 0.099; 40 trials) / ## Verdict — DECISIVELY REDUNDANT/WORSE / ## The positive hunt is COMPLETE and comprehensively NEGATIVE
docs/experiment_reports/claude_temporal/bet1_e1_crux_2026-06-21.md,.md,2531,3c9d76474673,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# BET 1 / E1 — the crux gate: FALSIFIED (no small-sample subspace advantage) (2026-06-21) / ## Result — AUC(changed vs unchanged) vs N (newdir, illum=0) / ## Verdict — FALSIFIED, with mechanism / ## Consequence"
docs/experiment_reports/claude_temporal/bet1_e2_registration_2026-06-21.md,.md,2735,bc6ced386000,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# BET 1 / E2 — registration pillar + Bet 1 conclusion: CLOSED (2026-06-21) / ## Result / ## Findings / ## BET 1 CONCLUSION — comprehensively CLOSED (both structural pillars) / ## Decision
docs/experiment_reports/claude_temporal/bet2_g1_trajectory_2026-06-21.md,.md,2239,e1a727858b04,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# BET 2 / G1 — recovery-trajectory geometry gate: FALSIFIED (2026-06-21) / ## Result — 3-class path accuracy (chance 0.33) / ## Verdict — geometry CLOSED / ## Honest secondary finding (valuable, but NOT geometry) / ## Decision (per the user's plan)"
docs/experiment_reports/claude_temporal/HB1_trajectory_2026-06-20.md,.md,3898,cb2b4a4a6036,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# H-B-1 — Subspace change-trajectory geometry vs scalar dynamics (2026-06-20) / ## Pre-registered claim / ## Result (40 trajectories/regime; full table in metrics.json) / ## Root cause (the real lesson) / ## Where the subspace CAN still win (next falsifier → H-B-1b) / ## Verdict
docs/experiment_reports/claude_temporal/HB1b_structure_nuisance_2026-06-20.md,.md,3473,bda32f474c7e,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# H-B-1b — The only places a subspace trajectory can beat the mean-vector (2026-06-20) / ## C1 — direction-change under amplitude nuisance: NEGATIVE / ## C2 — mean-preserving structural change: REAL detection edge, but the novelty claim FAILS verification / ## Verdict (blunt) / ## Next"
docs/experiment_reports/claude_temporal/hc_deep_subspace_2026-06-21.md,.md,2313,32e22891e2e3,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# H-C — subspace geometry on deep features: CLOSED (2026-06-21) / ## Result / ## Verdict — CLOSED (both sub-questions fail) / ## CAMPAIGN COMPLETE — every planned lead closed
docs/experiment_reports/claude_temporal/hermiston_bitemporal_2026-06-21.md,.md,2704,23b77f547a4b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# BITEMP-HSI on REAL Hermiston (242-band bitemporal, 5-class change-type GT) (2026-06-21) / ## C1 — DETECTION: CLOSED on real data (the capstone diagnostic row) / ## C5 — ATTRIBUTION: different ranking, but not validated (likely partly noise) / ## Overall verdict"
docs/experiment_reports/claude_temporal/hsi_dimensionality_L0_2026-06-19.md,.md,2695,7f0f11d9e6cf,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# #1 Spectral-signal DS — L0 viability (PASS) + first real-data proxy (NEGATIVE) / ## Data access (BLOCKED for the real CD benchmarks) / ## L0 viability — PASS [experiment-evidence] / ## First real labeled test (class-change proxy) — NEGATIVE [experiment-evidence] / ## Honest standing + the one untested regime
docs/experiment_reports/claude_temporal/hsi_HA_hard_nuisance_2026-06-19.md,.md,2626,c009ccc59b10,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# H-A 1a gating — invariance novelty CLOSED (IR-MAD owns it); synthetic unreliable / ## Result (trustworthy part: class-swap change) [experiment-evidence] / ## Contaminated part (do not use): subtle additive-Gaussian change / ## Honest strategic implication / #10 -- when does subspace geometry help CD, and when is it dominated by SAM/CVA/IR-MAD) -- most certain;"
docs/experiment_reports/claude_temporal/hsi_HA_nuisance_2026-06-19.md,.md,2232,dc61beafa90b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# H-A POSITIVE: invariant-residual (SFA-CD) beats SAM/CVA/DS under nuisance / ## Result [experiment-evidence] / ## Honest caveat (the novelty gap — do not overclaim) / ## Sharpened H-A statement
docs/experiment_reports/claude_temporal/kernel_ds_test_2026-06-21.md,.md,1341,1a79efb81410,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# Kernel / nonlinear Difference Subspace (RFF) — CLOSED, with a clean diagnostic detail (2026-06-21) / ## Result (AUC change vs no-change) / ## Verdict — redundant, but informative"
docs/experiment_reports/claude_temporal/L1_temporal_ds_synthetic_2026-06-18.md,.md,10197,eb7b2e16462b,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# L1 — Temporal Difference Subspace on Synthetic Multispectral Time Series / ## 1. Purpose / ## 2. Setup / ## 3. L0 correctness (prerequisite) / ## 4. Two methodological findings (the load-bearing ones) / ## 5. Results (best construction: `temporal` window, uncentered, energy-rank, T_w=6–8) / ## 6. What this does and does NOT show / ## 7. Robustness — adversarial verification VERDICT (the L1 win was largely an artifact)"
docs/experiment_reports/claude_temporal/material_subspace_cd_2026-06-20.md,.md,2351,4ee6b0568b80,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# Material-signature subspace CD (MSM/GDS) — NEGATIVE, fairly tested (2026-06-20) / ## Result — AUC(detect material change) vs illumination/per-band nuisance / ## Verdict — NEGATIVE (the subspace HURTS) / ## Significance"
docs/experiment_reports/claude_temporal/multiband_ssa_2026-06-18.md,.md,5910,2d9fe1284986,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# Multivariate SSA — the multi-dimensional regime where full DS beats min-angle / ## 1. Why this experiment / ## 2. Results (multi-seed, std ≤ 0.05) / ## 3. Interpretation / ## 4. Adversarial verification — VERDICT (this one survives; the claim narrows but holds) / ## 5. Honest, defensible claim (verified)"
docs/experiment_reports/claude_temporal/orientation_factorization_2026-06-21.md,.md,4632,b5a894c2729c,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# Factorized local distribution change (mean / dispersion / covariance-ORIENTATION) — FIRST POSITIVE mechanism (2026-06-21) / ## Result — synthetic, 40 seeds (each descriptor's AUC for detecting each change-type vs stable) / ## Verdict — FIRST POSITIVE (a characterization mechanism), but a LEAD not a result / ## DECISIVE VALIDATION (2026-06-21, hermiston_orientation_validate) — LEAD FALSIFIED / ## Next (superseded — lead closed)"
docs/experiment_reports/claude_temporal/real_gate0_tenerife_2026-06-18.md,.md,3142,8023fad6500f,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# Real-data Gate-0 — Tenerife 2023 wildfire (NEGATIVE on onset, with insight) / ## Setup / ## Result `[experiment-evidence]` / ## Honest interpretation / ## Conclusion (follows the pre-registered rule) / ## Not pursued (to avoid goalpost-moving)"
docs/experiment_reports/claude_temporal/real_irrigation_2026-06-18.md,.md,2205,f355ee7125ad,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,"# L3 irrigation switch (DS's verified niche, real labels) — NEGATIVE / ## Result vs pre-registered claims `[experiment-evidence]` / ## Why DS failed even here / ## Conclusion"
docs/experiment_reports/claude_temporal/real_recovery_tenerife_2026-06-18.md,.md,2018,b38b45f89b93,experiment_reports,experiment evidence/report/asset,EXPERIMENTS_RESULTS; METHODS_REFERENCE/LITERATURE as needed,preserved evidence; distilled into result ledger/index,# Pre-registered recovery test (Tenerife 2023) — NEGATIVE / ## Result vs the 4 pre-registered claims `[experiment-evidence]` / ## Conclusion
