"kind","source","destination","status","note"
"main_only_not_deleted","docs\experiment_reports\assets\successive_transfer_2026-06-23\xbd_successive_transfer_ap.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\analysis_summary.json","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\boundary_sensitivity_ap_lift.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\event_ap_heatmap.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\nuisance_stratification.csv","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\nuisance_stratification.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\object_candidate_pairwise.csv","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\object_candidate_tradeoff.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\object_size_sensitivity.csv","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\object_size_sensitivity.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\operational_budget_metrics.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\paired_event_ap_deltas.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\registration_degradation.csv","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\registration_sensitivity.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\task_profile_ap_lift.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\train_projector_rank_sensitivity.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\assets\xbd_s12_external_2026-06-22\train_task_confirmation.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\breizhcrops_rtw_natural_label_transfer_2026-06-21.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\cross_branch_research_evidence_matrix_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\hsi_band_image_transfer_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\hsi_band_image_transfer_protocol_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\hsi_local_moment_geometry_2026-06-21.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\multisenge_rtw_invariance_gate_2026-06-21.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\multispectral_temporal_difference_subspaces_2026-06-19.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\oscd_band_image_matched_spatial_controls_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\oscd_successive_subspace_learning_ds_2026-06-23.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\seasonal_observation_subspace_stress_test_2026-06-20.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\spacenet7_band_image_transfer_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\spacenet7_band_image_transfer_protocol_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\spacenet7_temporal_subspace_validation_2026-06-21.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\successive_saab_trainfit_external_gate_2026-06-23.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\xbd_s12_external_validation_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\experiment_reports\xbd_s12_frozen_external_protocol_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\figures\difference_subspace_orders.png","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\figures\difference_subspace_orders.svg","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\kb\02_temporal_sequence_geometry.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\kb\03_signal_tensor_and_remote_sensing.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\kb\04_hyperspectral_cd_boundary.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\kb\05_project_evidence_map.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\BOARD_CHEATSHEET.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\CONCEPTS_EXPLAINED.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\MASTER_NARRATIVE_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\REFERENCES.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\SEMINAR_2026_FINAL.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\seminar_defense_QA_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\seminar_narrative_DSprior_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\SEMINAR_PREP.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\SEMINAR_TALK_FULL.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\sensei_asks_coverage_2026-06-22.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\research\tables\oscd_frozen_results.tex","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\bookmarks\bookmark_organization_summary_2026-06-25.json","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\bookmarks\chrome_bookmarks_organized_all_2026-06-25.html","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\bookmarks\chrome_bookmarks_refined_taxonomy_dedup_2026-06-25.html","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\bookmarks\chrome_bookmarks_research_labeled_cleaned_2026-06-25.html","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\bookmarks\Safari links.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\final_organization_2026-06-12\bookmark_organization_summary_2026-06-20.json","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\final_organization_2026-06-12\chrome_bookmarks_organized_all_2026-06-20.html","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\final_organization_2026-06-12\most_essential_knowledge_base.md","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","docs\source_records\final_organization_2026-06-12\new_bookmark_6_20_26.html","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\baselines\anomalous_change.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\baselines\temporal_sequence.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\data\breizhcrops_sequences.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\data\hsi_change.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\data\spacenet7_dataset.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\data\xbd_s12.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\build_deck_saab.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\build_deck.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\cca_change.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\ds_change_modes.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\ds_prior_panel.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\ds_teacher_student.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\make_fancy_figures.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\make_framework_fig.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\make_real_panels.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\make_saab_figure.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\make_seminar_figures.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\multisenge_pretrain.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\otsu_ablation.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\temporal_ds_sequence.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\experiments\unet_ds_prior.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\analyze_bidirectional_temporal_context_ds.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\analyze_multiscale_temporal_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\analyze_registered_multispectral_sequence.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\analyze_spacenet7_hybrid_validation.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\check_irrigation_regime_data.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\develop_xbd_s12_geometry_radiometry.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\diagnose_oscd_pseudo_change.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\download_breizhcrops_l2a.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_breizhcrops_rtw_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_frozen_successive_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_hsi_band_image_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_hsi_moment_geometry.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_multiscale_order_aware_interventions.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_multisenge_order_aware_interventions.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_multisenge_rtw_invariance.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_oscd_split_calibration.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_seasonal_regime_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_spacenet7_band_image_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_spacenet7_temporal_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_temporal_band_subspace_injections.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_temporal_context_injections.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_temporal_context_registration_curve.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_xbd_s12_external.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\evaluate_xbd_s12_object_retrieval.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\prepare_xbd_s12_external.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\stress_xbd_s12_registration.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\summarize_multiresolution_subspace_experiment.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\summarize_multisenge_rtw_invariance.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\summarize_successive_transfer_experiment.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\scripts\summarize_xbd_s12_external.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\band_image_geometry.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\hsi_moment_geometry.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\multiscale_band_image.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\pif_nuisance.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\randomized_time_warping.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\seasonal_observations.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\successive_subspace_features.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\temporal_band_images.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\temporal_context.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\temporal_trajectory.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","phase1\subspace\wavelet_band_image.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_anomalous_change_and_pif.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_band_image_spatial_controls.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_breizhcrops_rtw_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_hsi_band_image_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_hsi_moment_geometry.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_multiresolution_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_randomized_time_warping.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_seasonal_observation_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_spacenet7_band_image_transfer.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_spacenet7_dataset.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_split_safe_calibration.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_temporal_subspace_dynamics.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_temporal_trajectory_subspaces.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"main_only_not_deleted","tests\test_xbd_s12.py","","kept_on_main","Claude lacks this newer main file; no deletion accepted."
"tracked_addition","docs\CONTINUITY.md","docs\source_records\claude_temporal\CONTINUITY.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\CRUX_PROMPT.md","docs\source_records\claude_temporal\CRUX_PROMPT.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\DESIGN_TEMPORAL_DS_ACCV2026.md","docs\research\claude_temporal\DESIGN_TEMPORAL_DS_ACCV2026.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\DRAFT_DIAGNOSTIC_PAPER_ACCV.md","docs\research\claude_temporal\DRAFT_DIAGNOSTIC_PAPER_ACCV.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\EXPERIMENT_QUEUE.md","docs\source_records\claude_temporal\EXPERIMENT_QUEUE.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\attribution_test_2026-06-21.md","docs\experiment_reports\claude_temporal\attribution_test_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\bet1_e1_crux_2026-06-21.md","docs\experiment_reports\claude_temporal\bet1_e1_crux_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\bet1_e2_registration_2026-06-21.md","docs\experiment_reports\claude_temporal\bet1_e2_registration_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\bet2_g1_trajectory_2026-06-21.md","docs\experiment_reports\claude_temporal\bet2_g1_trajectory_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\HB1_trajectory_2026-06-20.md","docs\experiment_reports\claude_temporal\HB1_trajectory_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\HB1b_structure_nuisance_2026-06-20.md","docs\experiment_reports\claude_temporal\HB1b_structure_nuisance_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\hc_deep_subspace_2026-06-21.md","docs\experiment_reports\claude_temporal\hc_deep_subspace_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\hermiston_bitemporal_2026-06-21.md","docs\experiment_reports\claude_temporal\hermiston_bitemporal_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\hsi_dimensionality_L0_2026-06-19.md","docs\experiment_reports\claude_temporal\hsi_dimensionality_L0_2026-06-19.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\hsi_HA_hard_nuisance_2026-06-19.md","docs\experiment_reports\claude_temporal\hsi_HA_hard_nuisance_2026-06-19.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\hsi_HA_nuisance_2026-06-19.md","docs\experiment_reports\claude_temporal\hsi_HA_nuisance_2026-06-19.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\kernel_ds_test_2026-06-21.md","docs\experiment_reports\claude_temporal\kernel_ds_test_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\L1_temporal_ds_synthetic_2026-06-18.md","docs\experiment_reports\claude_temporal\L1_temporal_ds_synthetic_2026-06-18.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\material_subspace_cd_2026-06-20.md","docs\experiment_reports\claude_temporal\material_subspace_cd_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\multiband_ssa_2026-06-18.md","docs\experiment_reports\claude_temporal\multiband_ssa_2026-06-18.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\orientation_factorization_2026-06-21.md","docs\experiment_reports\claude_temporal\orientation_factorization_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\real_gate0_tenerife_2026-06-18.md","docs\experiment_reports\claude_temporal\real_gate0_tenerife_2026-06-18.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\real_irrigation_2026-06-18.md","docs\experiment_reports\claude_temporal\real_irrigation_2026-06-18.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\real_recovery_tenerife_2026-06-18.md","docs\experiment_reports\claude_temporal\real_recovery_tenerife_2026-06-18.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\small_sample_subspace_cd_2026-06-21.md","docs\experiment_reports\claude_temporal\small_sample_subspace_cd_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_L0_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_L0_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_longseries_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_longseries_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_natural_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_natural_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_phenology_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_phenology_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_S2_tenerife_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_S2_tenerife_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\ssds_validate_2026-06-20.md","docs\experiment_reports\claude_temporal\ssds_validate_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\experiment_reports\t1_changetype_2026-06-20.md","docs\experiment_reports\claude_temporal\t1_changetype_2026-06-20.md","copied","Claude-only tracked file copied into organized main path."
